"CLA_GR_UID","THE_TE_UID","TERM","INDEX_TERM","SCOPE_NOTE","STATUS","IMAGE_EXISTS"
1,70015,"DISC BARROW","Y","A round barrow featuring a small mound separated from a ditch of much greater diameter by a wide berm. The ditch may be accompanied by an external (or occasionally internal) bank.","P",
1,70008,"POND BARROW","Y","A monument featuring an artificial circular shallow depression surrounded by a bank which runs around the rim of the depression.","P",
1,70010,"ROUND BARROW","Y","Hemispherical mound surrounded by a ditch (or occasionally two or more concentric ditches), often accompanied by an external (or occasionally internal) bank. Mound and ditch may sometimes be separated by a berm. Use specific type where known.","P",
1,70016,"SAUCER BARROW","Y","A round barrow featuring a low, wide mound surrounded by a ditch which may be accompanied by an external bank.","P",
1,70054,"BARROW CEMETERY","Y","A cluster of closely spaced barrows and related monuments (eg. ring ditches). Use with specific barrow-types where known.","P",
1,69115,"STONE AXE FACTORY","Y","Source from which stone utilized for the manufacture of non-flint artefacts, including axes, was obtained. Applied only to sources exploited during the Neolithic and earlier Bronze Age. Do not use for flint mining or knapping sites.","P",
1,70194,"STONE SETTING","Y","An arrangement of one or more standing stones. Use particularly for isolated recumbent stones, or where original form of monument unclear. Use specific type where known.","P",
1,70185,"STANDING STONE","Y","A stone or boulder which has been deliberately set upright in the ground. Use only for isolated stones. Otherwise use specific type where known.","P",
1,70034,"EXTENDED INHUMATION","Y","A form of inhumation in which the skeleton is laid out in an approximately straight line, whether face up, face down, or on its side.","P",
1,70035,"FLEXED INHUMATION","Y","A form of inhumation in which the skeleton is interred, usually on its side, with hip and knee joints bent through an angle of less than 90 degrees.","P",
1,68904,"RADAR STATION","Y","A building or site incorporating equipment used for detecting the presence of enemy aircraft or ships. Radar Stations can also be used to aid aircraft navigation in dark or poor conditions.","P",
1,68908,"SIEGEWORK","Y","A temporary earthwork or fortification constructed by forces laying siege to a castle or town, etc.","P",
1,68918,"SLIT TRENCH","Y","A short trench used to protect troops or to provide defensive fire from, often dug for practice purposes.","P",
1,68920,"WATER GATE","Y","A gate leading to water, either a river or the sea. Used as a means of supplying castles, for example, with goods brought by water transport.","P",
1,68848,"CHEVAUX DE FRISE","Y","A system of stones or wooden obstacles placed close together to impede the advance of enemy forces. Do not use for HILLFORT sites.","P",
1,68864,"CLIFF CASTLE","Y","An enclosure created by constructing one or more lines of ramparts across a promontory which projects into the sea.","P",
1,68842,"MOTTE AND BAILEY","Y","An early form of castle consisting of a flat-top steep-sided earthen mound, supporting a wooden tower, and a bailey.","P",
1,94359,"Early Warning Radar Station","N",,"N",
1,68744,"OPPIDUM","Y","An imprecise term used to describe large Iron Age settlements of town-like proportions.","P",
1,68858,"MULTIVALLATE HILLFORT","Y","A hillfort enclosure with defences composed of more than one bank and ditch.","P",
1,92607,"MILITARY AIRFIELD","Y","A landing and taking-off area for military aircraft. Often includes ancilliary structures and buildings for the maintenance and storage of aircraft, etc.","P",
1,68872,"SAXON SHORE FORT","Y","Roman coastal forts fortified with large walls and a ditch, introduced to cope with raids from across the English Channel and North Sea.","P",
1,68687,"SIGNAL STATION","Y","A building or tower used to communicate information to shipping or other stations using signals such as flags, fires or lights. Roman signal stations took the form of a stone tower surrounded by a ditched enclosure and were used to warn of Saxon raids.","P",
1,68913,"Practice Camp","N",,"N",
1,68917,"TRENCH","Y","An excavation used as a means of concealment, protection or both.","P",
1,68893,"MARTELLO TOWER","Y","A coastal gun/watch tower built as part of the anti-invasion defences during the Napoleonic Wars.","P",
1,93119,"REGIMENTAL DEPOT","Y","Any military base where the depot battalion of a regiment is based. Depot battalions maintain the stores and records of a regiment and train new recruits.","P",
1,68888,"INTERVAL TOWER","Y","A tower situated above the rampart walkway and in between the angle towers along a defensive structure, such as a castle wall. They were used as lookout towers, roofed strongpoints or platforms from which missiles could be discharged or artillery fired.","P",
1,68911,"TEMPORARY CAMP","Y","A temporary overnight camp enclosed by a shallow ditch and palisade, constructed by Roman troops on campaigns or manoeuvres.","P",
1,68870,"AUXILIARY FORT","Y","A permanent Roman fort enclosed by a number of ditches and ramparts, used to house a garrison of auxiliaries.","P",
1,68882,"FRONTIER DEFENCE","Y","A system of fortifications constructed along a national frontier to contain the local population, as well as keep out undesirable raiders eg. Offa's Dyke. Use with more specific monument type where known.","P",
1,91148,"BASTION TRACE FORT","Y","A fort with projecting bastions, which came into use from the 16th century onwards.","P",
1,69351,"Accumulator Tower","N",,"N",
1,68546,"ASH HOUSE","Y","A small outlying farm building, especially common in southern England, used to store ash (which was used as a fertilizer).","P",
1,68778,"ASSAY OFFICE","Y","A building for the weighing or testing of metals, eg. at a mine site.","P",
1,69353,"BOILER HOUSE","Y","A building housing a boiler, often connected to a steam engine house.","P",
1,69971,"COLLEGIATE CHAPEL","Y","A chapel attached to or founded by a college.","P",
1,69354,"COMPRESSOR HOUSE","Y","A type of engine house creating power by means of compressed air, typically associated with collieries where it is used for raising coal.","P",
1,68785,"COUNTING HOUSE","Y","An accounts office, especially within an industrial or commercial complex.","P",
1,68786,"EXCHANGE","Y","A multi-purpose commercial building, used primarily as a trading place for merchants, but also incorporating shops, public offices, guildhalls, etc.","P",
1,92009,"FOREMANS HOUSE","Y","A purpose-built dwelling for the supervisor of a factory, mine or other industrial complex.","P",
128,97328,"BARBED POINT","Y","A bone or antler point with rows of barbs, usually on one side only.","P",
128,97329,"BASINET","Y","A type of helmet with a hinged visor.","P",
128,97330,"BAT","Y","A gaming implement usually used in conjunction with a ball.","P",
128,97332,"BENCH (SEAT)","Y","A long seat usually without a back.","P",
128,97333,"BENCH (TABLE)","Y","A rough table usually for working upon.","P",
128,97334,"BIRD CAGE","Y","A cage for containing birds.","P",
128,97335,"BLOOM","Y","A material resulting from the smelting of iron ore.","P",
128,97336,"BRAIL","Y","A belt used to confine a hawk's wings.","P",
128,97337,"BRIQUETAGE","Y","A collective name for the pans and fire bars used in the making of salt through evaporation.","P",
128,97338,"Brooch Spring","N",,"N",
128,97340,"BULLET MOULD","Y","A mould in which bullets or musket balls are cast.","P",
128,97341,"BURIN SPALL","Y","A narrow flake which is the by-product of making a burin.","P",
128,95326,"BUSHEL","Y","A measuring container to measure dry goods.","P",
128,97342,"Candle Standard","N",,"N",
128,97344,"CARNYX","Y","A war trumpet, usually Iron Age.","P",
128,97346,"Chamfrain","N",,"N",
128,97347,"CLINKER","Y","Ash and partially fused residues from a coal fired furnace or fire.","P",
128,97348,"CLOAK FASTENER","Y","An item used to fasten a cloak either to another garment or to itself.","P",
128,97349,"COIN MOULD","Y","A mould used to cast coins.","P",
128,97350,"CORKSCREW","Y","A device with a spirally twisted shaft, pointed end and handle for removing corks from bottles.","P",
128,97351,"COTTON GIN","Y","A machine for freeing the cotton from the plant.","P",
128,97352,"Coulter","N",,"N",
128,97354,"CROWBAR","Y","An iron bar used as a lever.","P",
128,97356,"CUPEL","Y","A small shallow cup used in assaying gold or silver.","P",
128,97357,"Cutting Flake","N",,"N",
128,97358,"DICE SHAKER","Y","A container in which  dice are shaken and from which dice are thrown.","P",
128,97359,"DIRK","Y","A form of dagger.","P",
128,97360,"DISTILLING BASE","Y","A container used with an alembic as part of the distilling process.","P",
128,97362,"Dowel","N",,"N",
128,97363,"Eel Fork","N",,"N",
128,97364,"FISH GORGE","Y","An object used to catch fish. The line is tied in the middle of the fish gorge which then lodges in the throat after the fish has swallowed it.","P",
128,97365,"FLAKED AXEHEAD","Y","An axehead of flint or other stone commonly used for Neolithic types.","P",
128,97366,"Flan","N",,"N",
128,97369,"FLEAM","Y","An instrument for letting blood.","P",
128,97370,"Garment Hook","N",,"N",
128,97371,"GIRDLE FASTENER","Y","Any form of fastener used to fasten a girdle together.","P",
128,97372,"GOLD WEIGHT","Y","Weight used for weighing specific quantities and qualities of gold.","P",
128,97373,"GRID IRON","Y","A metal grid, usually iron, used to support pots over a fire.","P",
128,97376,"HATCHET","Y","A small, handled axe.","P",
128,97378,"INK STAND","Y","A stand or tray for ink bottles and or pens","P",
128,97379,"INK STONE","Y","A kind of stone used in making ink.","P",
128,97380,"INSECT CAGE","Y","A cage specifically designed to hold insects.","P",
128,97382,"Knapping Fragment","N",,"N",
128,97383,"KNOUT","Y","A kind of scourge.","P",
128,97384,"Landing Net","N",,"N",
128,97385,"LAVABO","Y","A bowl for the washing of hands, often in a religious institution.","P",
128,97387,"Leg Iron","N",,"N",
128,97388,"LEISTER","Y","A fishing spear with two heads to grip fish between.","P",
128,97389,"MANACLE","Y","A shackle for the hand.","P",
128,97392,"MIRROR","Y","A polished reflective surface.","P",
128,97395,"MONSTRANCE","Y","A vessel to contain the wafers used in the Eucharist.","P",
128,97396,"MORSE","Y","A clasp on a cope.","P",
128,97397,"MULLER","Y","A flat based stone used in conjunction with a grinding stone","P",
128,97398,"Needle Case","N",,"N",
128,97400,"Pail","N",,"N",
128,97402,"PISCINA","Y","A bowl for the ritual washing of hands.","P",
128,97403,"Plumbatum","N",,"N",
128,97404,"SPEARHEAD","Y","The blade or sharp-pointed head attached to the end of a spear's shaft.","P",
128,97407,"PRICK SPUR","Y","A type of spur which ends in a point, blunt or sharp, which is used to aid control of an animal eg a horse.","P",
128,97408,"PRICKET","Y","A type of spike, often on candlesticks.","P",
128,97409,"Quarrel","N",,"N",
128,97411,"RASP","Y","A tool for smoothing objects.","P",
128,97412,"REIN","Y","One or more ropes or straps attached to an animal's head to provide guidance and control.","P",
128,97413,"Rein Guide","N",,"N",
128,97416,"Rubber","N","Use most appropriate term.","N",
128,97417,"SHABTI","Y","An Egyptian religious statuette.","P",
128,97418,"SLAG","Y","A by-product usually from the smelting process.","P",
128,97420,"SPEAR GUN","Y","A gun using an explosive propellant to fire sharpened metal shafts, usually fired through water.","P",
128,97421,"SPUD","Y","A tool, possibly for cleaning mud from parts of a plough.","P",
128,97424,"STRAP FITTING","Y","The fittings or parts on a strap.","P",
128,97425,"TARGET","Y","A small round shield.","P",
128,97427,"TOBE","Y","An African cloth garment.","P",
128,97428,"TRANCHET AXEHEAD","Y","A chisel ended flaked axehead common in the Mesolithic.","P",
128,97430,"TUYERE","Y","A clay cone, part of a furnace.","P",
128,97431,"Umbo","N",,"N",
128,97432,"URINAL (MEDICAL)","Y","A medical container for collecting urine for study.","P",
128,97438,"Bell Clapper","N",,"N",
128,97440,"DRESS COMPONENT","N","Items which are used in clothing but which are not necessarily a separate item of clothing.","P",
128,97441,"BEATER (TOOL)","Y","A general tool used to beat objects with.","P",
128,97443,"LACHRYMATORY (RELIGIOUS)","Y","A vessel for collecting tears.","P",
128,97444,"FOOD PREPARATION CONTAINER","N","A container used in the preparartion of food.","P",
128,97446,"EEL SPEAR","Y","A two pronged spear for catching eels.","P",
128,97447,"SHELVING","Y","A set of shelves.","P",
128,97449,"LIGHTING OBJECT","N","An object used in the lighting of an area.","P",
128,97450,"FIRE IRON","N","Tools used to maintain a fire.","P",
128,97451,"Hnaftafl Marker","N",,"N",
128,97452,"GAMING CHIP","Y","A marker used to represent a gambling stake.","P",
128,97453,"ROUGHOUT","Y","An intially worked object, prepared to be made into a final product.","P",
128,96001,"ARCH","Y","The spanning of an opening without the use of a lintel.","P",
128,96002,"ARCHITECTURAL FRAGMENT","Y","Fragments of a structure, usually material that has been worked.","P",
128,95252,"ASTROLABE","Y","An instrument, usually consisting of a disc and pointer, formerly used to make astronomical measurements, especially of the altitudes of celestial bodies and as an aid in navigation.","P",
1,92089,"GARDEN VILLAGE","Y","A village laid out systematically with spacious and garden-like surroundings.","P",
1,92090,"Gardeners Cottage","N",,"N",
1,92091,"Gardeners House","N",,"N",
1,92094,"Garrison Chapel","N",,"N",
1,92095,"Garrison Church","N",,"N",
1,92096,"GAS ENGINE","Y","A machine producing mechanical power by the internal combustion of gas.","P",
